0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.866,3.588,3.948,3.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.427,0.0,0.0,0.0,0.0,0.0,0.0,1.263,0.0,0.0,0.0,0.0,0.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7.25,0.0,2.013,2.047,2.047,1.05,7.098,0.0,0.0,0.0,0.0,4.753,2.047,2.047,2.047,2.047,1.079,1.12,0.734,16.025,0.0,0.0
0.0,0.0,4.642,0.0,0.0,0.0,0.0,0.0,7.571,0.0,0.0,0.0,0.0,4.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0
0.0,0.0,5.795,0.0,0.0,0.0,0.0,0.0,2.083,0.0,0.0,0.0,0.0,1.069,0.0,2.83,10.037,9.891,8.17,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.308,0.0,0.0,0.0,0.747,0.747,0.734,0.742,5.812,5.812,4.671,0.0,2.625,0.0,0.0,0.0,0.0,2.688,0.0,3.319,0.0,0.0
0.0,0.0,5.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.429,0.0,0.0,0.0,0.0,5.889,0.0,3.03,0.0,0.0
0.0,0.0,3.744,0.0,0.0,6.725,16.073,16.273,11.408,0.0,0.734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.731,0.0,0.0
0.0,0.0,4.859,0.0,0.0,13.472,19.255,19.43,16.809,0.0,1.282,0.0,0.0,0.0,0.0,1.271,2.39,2.39,2.39,0.0,0.0,3.367,0.0,0.0
0.0,0.0,4.859,0.0,0.0,13.603,19.076,19.333,16.657,0.0,1.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.367,0.0,0.0
0.0,0.0,4.749,0.0,0.0,10.33,18.122,18.373,14.736,0.0,0.686,0.674,0.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.279,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.597,0.0,0.0,0.0,0.0,0.0,0.663,0.0,19.515,23.955,23.617,11.521,0.0,0.652,0.0,0.0,0.0,0.0,0.0,2.598,0.0,0.0
0.0,0.0,0.0,0.639,1.368,1.302,1.302,1.334,3.586,0.0,21.002,24.614,24.325,15.561,0.0,3.586,1.334,1.334,1.334,1.215,0.0,3.452,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.78,17.431,17.139,5.593,0.0,0.0,0.0,0.0,0.0,0.873,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
